geo_value,time_value,viral_activity_level,viral_activity_level_num,viral_activity_level_cat,geo_res
Northwest,2023-10-08,1.1445664895728909,1.0,minimal,region
Northwest,2023-10-15,2.3826750645995194,2.0,low,region
Northwest,2023-10-22,1.88039486550977,2.0,low,region
Northwest,2023-10-29,1.7073339973188462,2.0,low,region
Northwest,2023-11-05,2.021943771687762,2.0,low,region
Northwest,2023-11-12,2.818706871974809,2.0,low,region
Northwest,2023-11-19,2.8623228049227314,2.0,low,region
Northwest,2023-11-26,7.35309592108224,4.0,high,region
Northwest,2023-12-03,3.866028985688626,3.0,moderate,region
Northwest,2023-12-10,3.777941781139005,3.0,moderate,region
Northwest,2023-12-17,12.374022453957082,5.0,very high,region
Northwest,2023-12-24,5.346238256337228,4.0,high,region
Northwest,2023-12-31,6.05312388992164,4.0,high,region
Northwest,2024-01-07,13.003678968463262,5.0,very high,region
Northwest,2024-01-14,14.02679915512074,5.0,very high,region
Northwest,2024-01-21,1.689250543336887,2.0,low,region
Northwest,2024-01-28,16.31698410945752,5.0,very high,region
Southwest,2021-09-12,,,,region
Southwest,2021-09-19,,,,region
Southwest,2021-09-26,,,,region
Southwest,2021-10-03,,,,region
Southwest,2021-10-10,,,,region
Southwest,2021-10-17,,,,region
Southwest,2021-10-24,4.161913788954785,3.0,moderate,region
Southwest,2021-10-31,0.9876960213197864,1.0,minimal,region
Southwest,2021-11-07,3.803451580619909,3.0,moderate,region
Southwest,2021-11-14,2.932932654728436,2.0,low,region
Southwest,2021-11-21,5.192318071694244,4.0,high,region
Southwest,2021-11-28,4.622561618194452,4.0,high,region
Southwest,2021-12-05,10.018553223634314,5.0,very high,region
Southwest,2021-12-12,5.733848378313905,4.0,high,region
Southwest,2021-12-19,13.13227885459516,5.0,very high,region
Southwest,2021-12-26,8.33065897546501,5.0,very high,region
Southwest,2022-01-02,23.826522698992527,5.0,very high,region
Southwest,2022-01-09,12.892045573377985,5.0,very high,region
Southwest,2022-01-16,12.154807384595305,5.0,very high,region
Southwest,2022-01-23,5.1545904827857605,4.0,high,region
Southwest,2022-01-30,13.162883331183776,5.0,very high,region
Southwest,2022-02-06,6.38468461386092,4.0,high,region
Southwest,2022-02-13,3.481903193868671,3.0,moderate,region
Southwest,2022-02-20,2.172161433630877,2.0,low,region
Southwest,2022-02-27,1.1569049808437404,1.0,minimal,region
Southwest,2022-03-06,0.8529309588704344,1.0,minimal,region
Southwest,2022-03-13,0.7736442203765348,1.0,minimal,region
Southwest,2022-03-20,0.3650917839590675,1.0,minimal,region
Southwest,2022-03-27,0.3055689222807214,1.0,minimal,region
Southwest,2022-04-03,0.1792698010790627,1.0,minimal,region
Southwest,2022-04-10,0.2348344373498148,1.0,minimal,region
Southwest,2022-04-17,1.0307749776434512,1.0,minimal,region
Southwest,2022-04-24,1.2027896298166612,1.0,minimal,region
Southwest,2022-05-01,1.4062279351425755,1.0,minimal,region
Southwest,2022-05-08,2.053829036356506,2.0,low,region
Southwest,2022-05-15,2.1961433193230104,2.0,low,region
Southwest,2022-05-22,4.706785286350071,4.0,high,region
Southwest,2022-05-29,3.827003447611145,3.0,moderate,region
Southwest,2022-06-05,3.879186572510888,3.0,moderate,region
Southwest,2022-06-12,4.247965356790711,3.0,moderate,region
Southwest,2022-06-19,3.71717886780493,3.0,moderate,region
Southwest,2022-06-26,2.6142364151943998,2.0,low,region
Southwest,2022-07-03,7.984011903719429,4.0,high,region
Southwest,2022-07-10,4.924761621768582,4.0,high,region
Southwest,2022-07-17,8.98247186871297,5.0,very high,region
Southwest,2022-07-24,6.450460084392846,4.0,high,region
Southwest,2022-07-31,5.723041973337935,4.0,high,region
Southwest,2022-08-07,5.814943618883333,4.0,high,region
Southwest,2022-08-14,4.981760178363017,4.0,high,region
Southwest,2022-08-21,6.500837156936658,4.0,high,region
Southwest,2022-08-28,8.113501036856869,5.0,very high,region
Southwest,2022-09-04,6.33992044962584,4.0,high,region
Southwest,2022-09-11,5.822709081722016,4.0,high,region
Southwest,2022-09-18,1.3904995136256555,1.0,minimal,region
Southwest,2022-09-25,2.1900362655894803,2.0,low,region
Southwest,2022-10-02,2.46450075015316,2.0,low,region
Southwest,2022-10-09,1.9374485519783944,2.0,low,region
Southwest,2022-10-16,2.211063822773633,2.0,low,region
Southwest,2022-10-23,2.4825325106189178,2.0,low,region
Southwest,2022-10-30,2.5818815815664826,2.0,low,region
Southwest,2022-11-06,3.4989662333224034,3.0,moderate,region
Southwest,2022-11-13,3.3584158225997003,3.0,moderate,region
Southwest,2022-11-20,2.348781775033361,2.0,low,region
Southwest,2022-11-27,5.5929599058919885,4.0,high,region
Southwest,2022-12-04,3.5620572458884157,3.0,moderate,region
Southwest,2022-12-11,3.6273797943329606,3.0,moderate,region
Southwest,2022-12-18,8.628484777158002,5.0,very high,region
Southwest,2022-12-25,8.979615955733612,5.0,very high,region
Southwest,2023-01-01,4.0556364952763655,3.0,moderate,region
Southwest,2023-01-08,4.490515073679166,3.0,moderate,region
Southwest,2023-01-15,4.793044296891304,4.0,high,region
Southwest,2023-01-22,3.5484426179014505,3.0,moderate,region
Southwest,2023-01-29,5.682059065140635,4.0,high,region
Southwest,2023-02-05,3.044491288160086,3.0,moderate,region
Southwest,2023-02-12,1.8506144645673028,2.0,low,region
Southwest,2023-02-19,2.384705293565185,2.0,low,region
Southwest,2023-02-26,2.747925367298364,2.0,low,region
Southwest,2023-03-05,1.004167240185025,1.0,minimal,region
Southwest,2023-03-12,1.381039875793125,1.0,minimal,region
Southwest,2023-03-19,1.3342291481682143,1.0,minimal,region
Southwest,2023-03-26,1.1840141901490886,1.0,minimal,region
Southwest,2023-04-02,1.2497511960999423,1.0,minimal,region
Southwest,2023-04-09,0.7064459136241195,1.0,minimal,region
Southwest,2023-04-16,1.1360857362806844,1.0,minimal,region
Southwest,2023-04-23,0.44770600504166747,1.0,minimal,region
Southwest,2023-04-30,0.6424620920776214,1.0,minimal,region
Southwest,2023-05-07,0.48082440412886807,1.0,minimal,region
Southwest,2023-05-14,0.9642601380070905,1.0,minimal,region
Southwest,2023-05-21,0.4722683356311957,1.0,minimal,region
Southwest,2023-05-28,0.38519565866109784,1.0,minimal,region
Southwest,2023-06-04,0.5668941205938784,1.0,minimal,region
Southwest,2023-06-11,0.5335965943387675,1.0,minimal,region
Southwest,2023-06-18,0.6462760357313336,1.0,minimal,region
Southwest,2023-06-25,0.5031755490344949,1.0,minimal,region
Southwest,2023-07-02,1.4649798807486294,1.0,minimal,region
Southwest,2023-07-09,1.726039015578312,2.0,low,region
Southwest,2023-07-16,1.8071512471797504,2.0,low,region
Southwest,2023-07-23,1.8286822975911492,2.0,low,region
Southwest,2023-07-30,2.7868807325157046,2.0,low,region
Southwest,2023-08-06,3.25414479976006,3.0,moderate,region
Southwest,2023-08-13,4.403678719929788,3.0,moderate,region
Southwest,2023-08-20,6.205079599992004,4.0,high,region
Southwest,2023-08-27,2.659950960965136,2.0,low,region
Southwest,2023-09-03,2.0615278942802995,2.0,low,region
Southwest,2023-09-10,2.439797337712898,2.0,low,region
Southwest,2023-09-17,2.5773574776012524,2.0,low,region
Southwest,2023-09-24,1.897666235780602,2.0,low,region
Southwest,2023-10-01,1.3854983860434171,1.0,minimal,region
Southwest,2023-10-08,2.751304594469408,2.0,low,region
Southwest,2023-10-15,2.036154008189178,2.0,low,region
Southwest,2023-10-22,2.767162412760539,2.0,low,region
Southwest,2023-10-29,3.1204915151689154,3.0,moderate,region
Southwest,2023-11-05,3.964082137098332,3.0,moderate,region
Southwest,2023-11-12,2.8347107155533284,2.0,low,region
Southwest,2023-11-19,6.65250395376199,4.0,high,region
Southwest,2023-11-26,5.57598229228759,4.0,high,region
Southwest,2023-12-03,4.4648742192475295,3.0,moderate,region
Southwest,2023-12-10,4.137169818010486,3.0,moderate,region
Southwest,2023-12-17,7.147161569049624,4.0,high,region
Southwest,2023-12-24,4.9832260410587175,4.0,high,region
Southwest,2023-12-31,3.556318963131607,3.0,moderate,region
Southwest,2024-01-07,4.781252335654033,4.0,high,region
Southwest,2024-01-14,4.076309607251354,3.0,moderate,region
Southwest,2024-01-21,5.001791784481158,4.0,high,region
Southwest,2024-01-28,3.5234430273846757,3.0,moderate,region
