time_value,geo_value,log_viral_load,region,geo_res,b,sd,eta,viral_activity_level,viral_activity_level_cat,viral_activity_level_num
2023-03-12,James River,27.248295494789872,Eastern,sewershed,,,,,,
2023-03-19,James River,28.45957293349469,Eastern,sewershed,,,,,,
2023-03-26,James River,26.32538465782611,Eastern,sewershed,,,,,,
2023-04-02,James River,27.567015785952638,Eastern,sewershed,,,,,,
2023-04-09,James River,27.04762479932772,Eastern,sewershed,,,,,,
2023-04-16,James River,26.513226007843663,Eastern,sewershed,,,,,,
2023-04-23,James River,27.00926393145528,Eastern,sewershed,26.419305332834888,0.772416181218252,0.763783324282398,2.146381335315411,low,1.0
2023-04-30,James River,,Eastern,sewershed,26.43808946783664,0.7085471078508541,,,,
2023-05-07,James River,26.54037699690961,Eastern,sewershed,26.43808946783664,0.7085471078508541,0.14436235493674732,1.1553026623109441,minimal,0.0
2023-05-14,James River,27.02771463936839,Eastern,sewershed,26.456873602838396,0.6924104014776795,0.8244258539614043,2.280571008559152,low,1.0
2023-05-21,James River,25.16356137974427,Eastern,sewershed,26.47565773784015,0.6480110786401377,-2.024805441365815,0.13201952622802923,minimal,0.0
2023-05-28,James River,26.609369868396566,Eastern,sewershed,26.209202330017927,0.8610004051476485,0.4647704414378487,1.5916487703430582,low,1.0
2023-06-04,James River,24.63728684503723,Eastern,sewershed,26.32538465782611,0.821193833108205,-2.0556630416955963,0.12800793283677597,minimal,0.0
2023-06-11,James River,25.888051810869925,Eastern,sewershed,25.279743707552452,1.0131591489697518,0.6004072548089225,1.8228610181600158,low,1.0
2023-06-18,James River,25.08508976430277,Eastern,sewershed,25.3084594659694,0.9945252837092381,-0.22459931921844978,0.7988362329694806,minimal,0.0
2023-06-25,James River,26.02657074500549,Eastern,sewershed,25.108631248935218,1.039657400005898,0.8829249866976026,2.4179618793335904,low,1.0
2023-07-02,James River,26.40001963921469,Eastern,sewershed,25.11647841047937,1.009543458007609,1.2714076036592432,3.565868360752236,moderate,2.0
2023-07-09,James River,26.396589104117904,Eastern,sewershed,25.12432557202352,0.9754993333259748,1.304217736117348,3.6848054757387034,moderate,2.0
2023-07-16,James River,24.28997765708614,Eastern,sewershed,25.132172733567668,0.9446991868405217,-0.8914955027093734,0.4100420749542651,minimal,0.0
2023-07-23,James River,24.434395899995167,Eastern,sewershed,24.95074888852311,1.0504028535280008,-0.4915761479452008,0.6116615649086259,minimal,0.0
2023-07-30,James River,26.63676884258468,Eastern,sewershed,24.596708656028817,1.111060405741798,1.8361379597482992,6.272267673975287,high,3.0
2023-08-06,James River,27.14488810475293,Eastern,sewershed,24.616997750533024,1.084955483145617,2.329948457323595,10.277411794081099,very high,4.0
2023-08-13,James River,27.399089058581257,Eastern,sewershed,24.63728684503723,1.0747618347465897,2.5696876500971135,13.061743969239945,very high,4.0
2023-08-20,James River,26.684271176569684,Eastern,sewershed,24.682067136963784,1.0743836603795018,1.863583851320548,6.446799791472597,high,3.0
2023-08-27,James River,26.165683547468205,Eastern,sewershed,24.726847428890338,1.0519001187468329,1.3678448104863852,3.926878401897702,moderate,2.0
2023-09-03,James River,26.87812393096283,Eastern,sewershed,24.77162772081689,1.0296324239635062,2.0458720618345634,7.735901781919605,high,3.0
2023-09-10,James River,24.81761039916851,Eastern,sewershed,24.816408012743445,1.0132151181008329,0.0011867039916665994,1.0011874084034638,minimal,0.0
2023-09-17,James River,27.275773723981,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.427288803040546,11.32812762297716,very high,4.0
2023-09-24,James River,26.58405206041228,Eastern,sewershed,24.816408012743445,1.0132151181008329,1.7445890967182776,5.723549167032951,high,3.0
2023-10-01,James River,26.36162050628016,Eastern,sewershed,24.816408012743445,1.0132151181008329,1.525058663191937,4.595413143002822,high,3.0
2023-10-08,James River,25.99626539551016,Eastern,sewershed,24.816408012743445,1.0132151181008329,1.1644687901797568,3.2042203177340993,moderate,2.0
2023-10-15,James River,26.093903865074072,Eastern,sewershed,24.816408012743445,1.0132151181008329,1.2608337849569018,3.5283621565407843,moderate,2.0
2023-10-22,James River,25.30311821495021,Eastern,sewershed,24.816408012743445,1.0132151181008329,0.4803621595373089,1.6166597849452233,low,1.0
2023-10-29,James River,26.977094648521884,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.132505326044112,8.435975227111468,very high,4.0
2023-11-05,James River,25.785860869973376,Eastern,sewershed,24.816408012743445,1.0132151181008329,0.956808519642967,2.6033745820696326,low,1.0
2023-11-12,James River,26.306762145728108,Eastern,sewershed,24.816408012743445,1.0132151181008329,1.4709158068803574,4.353220024942744,moderate,2.0
2023-11-19,James River,27.11852743506186,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.272093439183479,9.699685275745026,very high,4.0
2023-11-26,James River,27.319046350907723,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.4699970356297243,11.822411805588272,very high,4.0
2023-12-03,James River,27.960324863071147,Eastern,sewershed,24.816408012743445,1.0132151181008329,3.102911508289227,22.26267497666774,very high,4.0
2023-12-10,James River,27.35526761434204,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.505745873943754,12.252694523976306,very high,4.0
2023-12-17,James River,28.202000662514283,Eastern,sewershed,24.816408012743445,1.0132151181008329,3.3414351891203347,28.25965556537433,very high,4.0
2023-12-24,James River,,Eastern,sewershed,24.816408012743445,1.0132151181008329,,,,
2023-12-31,James River,27.813342672722506,Eastern,sewershed,24.816408012743445,1.0132151181008329,2.9578463708639737,19.25645580229344,very high,4.0
