time_value,geo_value,log_viral_load,region,geo_res,b,sd,eta,viral_activity_level,viral_activity_level_cat,viral_activity_level_num
2023-03-26,Halifax,24.39194258374283,Central,sewershed,,,,,,
2023-04-02,Halifax,24.414642171258933,Central,sewershed,,,,,,
2023-04-09,Halifax,26.15261146590085,Central,sewershed,,,,,,
2023-04-16,Halifax,23.12116110974478,Central,sewershed,,,,,,
2023-04-23,Halifax,23.11202862618151,Central,sewershed,,,,,,
2023-04-30,Halifax,24.970331486186176,Central,sewershed,,,,,,
2023-05-07,Halifax,24.17642295753928,Central,sewershed,23.116594867963144,1.1560380271751667,0.9167761480700389,2.501213835073477,low,1.0
2023-05-14,Halifax,24.85201182588584,Central,sewershed,23.11750811631947,1.0576033028885403,1.640032425039775,5.155336671521221,high,3.0
2023-05-21,Halifax,24.76806995360837,Central,sewershed,23.118421364675797,0.9961206923397876,1.656073005629183,5.238698060000251,high,3.0
2023-05-28,Halifax,24.114412882755065,Central,sewershed,23.119334613032127,0.9398764859319505,1.0587330193033309,2.8827163286222595,low,1.0
2023-06-04,Halifax,24.417132832571387,Central,sewershed,23.120247861388453,0.8920823393348183,1.4537727225380974,4.2792284409551415,moderate,2.0
2023-06-11,Halifax,22.74877903660069,Central,sewershed,23.12116110974478,0.8463087418179175,-0.44000735753265535,0.6440316825815738,minimal,0.0
2023-06-18,Halifax,,Central,sewershed,23.112941874537835,0.9384100045364067,,,,
2023-06-25,Halifax,25.02191086268124,Central,sewershed,23.112941874537835,0.9384100045364067,2.0342589901164496,7.646583831412574,high,3.0
2023-07-02,Halifax,23.1302109452647,Central,sewershed,23.11385512289416,0.9223466026011612,0.017732837443551815,1.0178909976990196,minimal,0.0
2023-07-09,Halifax,21.75288525412757,Central,sewershed,23.11476837125049,0.9421931960388352,-1.4454393460370392,0.23564252520048565,minimal,0.0
2023-07-16,Halifax,22.143961624783632,Central,sewershed,22.894078872433017,1.1124081973538715,-0.6743183387480584,0.509503611130374,minimal,0.0
2023-07-23,Halifax,25.76021843936004,Central,sewershed,22.44637033069216,1.1782728003022913,2.812462536534576,16.65087115258945,very high,4.0
2023-07-30,Halifax,24.61508613505704,Central,sewershed,22.50685207187387,1.2219403705118357,1.7253166472436732,5.614298500408016,high,3.0
2023-08-06,Halifax,26.36162050628016,Central,sewershed,22.567333813055573,1.1926107199862581,3.181496384057581,24.08276366647756,very high,4.0
2023-08-13,Halifax,25.30311821495021,Central,sewershed,22.62781555423728,1.2705563113951792,2.105615183458669,8.212153436921302,very high,4.0
2023-08-20,Halifax,25.41461371917556,Central,sewershed,22.688297295418984,1.2605122477095418,2.1628638902244104,8.696006438568629,very high,4.0
2023-08-27,Halifax,24.63728684503723,Central,sewershed,22.74877903660069,1.253883653494983,1.5061268269768506,4.509231892731192,high,3.0
2023-09-03,Halifax,25.706872458654747,Central,sewershed,22.785103995558774,1.2255205324579788,2.384104048616709,10.84933782984489,very high,4.0
2023-09-10,Halifax,24.34225916359618,Central,sewershed,22.821428954516854,1.2310171520786184,1.235425685589633,3.43984250046853,moderate,2.0
2023-09-17,Halifax,24.315083578217216,Central,sewershed,22.857753913474937,1.204006842869035,1.2103998190488678,3.3548257076650247,moderate,2.0
2023-09-24,Halifax,24.856831112321792,Central,sewershed,22.894078872433017,1.1787592366342854,1.6651001993358947,5.286202897244865,high,3.0
2023-10-01,Halifax,23.646427417665567,Central,sewershed,22.894078872433017,1.1787592366342854,0.63825463406822,1.8931737131350743,low,1.0
2023-10-08,Halifax,23.845630761433767,Central,sewershed,22.894078872433017,1.1787592366342854,0.807248723426948,2.2417318700926407,low,1.0
2023-10-15,Halifax,22.475937917466418,Central,sewershed,22.894078872433017,1.1787592366342854,-0.35472973782204953,0.7013629694801928,minimal,0.0
2023-10-22,Halifax,23.31852054390328,Central,sewershed,22.894078872433017,1.1787592366342854,0.3600749485384071,1.433436844530827,minimal,0.0
2023-10-29,Halifax,24.60482963488985,Central,sewershed,22.894078872433017,1.1787592366342854,1.451314831128318,4.268723477447991,moderate,2.0
2023-11-05,Halifax,22.356420275997827,Central,sewershed,22.894078872433017,1.1787592366342854,-0.45612248856718846,0.6337362069042813,minimal,0.0
2023-11-12,Halifax,24.788867930302857,Central,sewershed,22.894078872433017,1.1787592366342854,1.6074436568404218,4.990038658063946,high,3.0
2023-11-19,Halifax,24.06965498211357,Central,sewershed,22.894078872433017,1.1787592366342854,0.9972995953246381,2.7109512696927545,low,1.0
2023-11-26,Halifax,24.889931060748136,Central,sewershed,22.894078872433017,1.1787592366342854,1.6931805293962163,5.436744963012519,high,3.0
2023-12-03,Halifax,24.57765972953792,Central,sewershed,22.894078872433017,1.1787592366342854,1.4282652511059313,4.17145648207918,moderate,2.0
2023-12-10,Halifax,25.109035457899125,Central,sewershed,22.894078872433017,1.1787592366342854,1.8790576706660473,6.547332211111163,high,3.0
2023-12-17,Halifax,23.003605320993135,Central,sewershed,22.894078872433017,1.1787592366342854,0.09291672561807356,1.0973703486255255,minimal,0.0
2023-12-24,Halifax,26.13491188880145,Central,sewershed,22.894078872433017,1.1787592366342854,2.749359594094884,15.632617457349285,very high,4.0
2023-12-31,Halifax,24.741449038202948,Central,sewershed,22.894078872433017,1.1787592366342854,1.5672158557541676,4.793284403856545,high,3.0
2024-01-07,Halifax,25.316363441700236,Central,sewershed,22.416179096732122,1.2464081670231508,2.3268335539671137,10.245448456785102,very high,4.0
2024-01-14,Halifax,25.87655743144419,Central,sewershed,22.416179096732122,1.2464081670231508,2.7762802156348476,16.059173045578003,very high,4.0
