geo_value,time_value,geo_res,hosp_fac_BOW_7d_avg
Northern,2022-12-17,region,36.908461493908966
Northern,2022-12-24,region,34.165582649840424
Northern,2022-12-31,region,54.63314310154404
Northern,2023-01-07,region,51.7948000455804
Northern,2023-01-14,region,45.390024658501645
Northern,2023-01-21,region,40.05906107452417
Northern,2023-01-28,region,30.745860880184413
Northern,2023-02-04,region,27.7866921176461
Northern,2023-02-11,region,28.750163498490227
Northern,2023-02-18,region,21.44867531755349
Northern,2023-02-25,region,18.844396461397427
Northern,2023-03-04,region,18.199642100459062
Northern,2023-03-11,region,12.712214735048384
Northern,2023-03-18,region,12.276703791851098
Northern,2023-03-25,region,6.027245628603247
Northern,2023-04-01,region,7.101042380827918
Northern,2023-04-08,region,5.885060960269585
Northern,2023-04-15,region,6.0493681052861055
Northern,2023-04-22,region,4.393365208264141
Northern,2023-04-29,region,2.620098290560456
Northern,2023-05-06,region,2.190729588640333
Northern,2023-05-13,region,3.8599247526220246
Northern,2023-05-20,region,5.012732495493489
Northern,2023-05-27,region,2.102799704378548
Northern,2023-06-03,region,2.204607084307236
Northern,2023-06-10,region,2.678664660706295
Northern,2023-06-17,region,5.501505258175868
Northern,2023-06-24,region,6.698169752021882
Northern,2023-07-01,region,7.0947239174217485
Northern,2023-07-08,region,7.211677612684048
Northern,2023-07-15,region,3.6133484391686257
Northern,2023-07-22,region,3.7959529074916536
Northern,2023-07-29,region,3.725652073973442
Northern,2023-08-05,region,5.5771537485572615
Northern,2023-08-12,region,8.699010517902959
Northern,2023-08-19,region,9.784404983623563
Northern,2023-08-26,region,11.519479486095262
Northern,2023-09-02,region,11.351752680416956
Northern,2023-09-09,region,18.31847282560432
Northern,2023-09-16,region,16.852224112585073
Northern,2023-09-23,region,19.81320579946484
Northern,2023-09-30,region,14.579317959550352
Northern,2023-10-07,region,16.032309526723218
Northern,2023-10-14,region,13.763883424667409
Northern,2023-10-21,region,19.72546451243861
Northern,2023-10-28,region,12.721599574158825
Northern,2023-11-04,region,14.735183873568838
Northern,2023-11-11,region,15.195400994553342
Northern,2023-11-18,region,12.719732562715388
Northern,2023-11-25,region,11.335994610571364
Northern,2023-12-02,region,19.59003891742909
Northern,2023-12-09,region,18.18294076942293
Northern,2023-12-16,region,21.114205296831287
Northern,2023-12-23,region,23.035770773374605
Northern,2023-12-30,region,32.14773590682982
Northern,2024-01-06,region,38.06726421992955
Northern,2024-01-13,region,37.72114654836248
Northern,2024-01-20,region,31.748767421751023
Northern,2024-01-27,region,29.71376817506429
Northern,2024-02-03,region,29.32650229597025
Northwest,2020-02-22,region,0.0
Northwest,2020-03-07,region,0.0
Northwest,2020-03-14,region,0.0
Northwest,2020-03-21,region,0.0
Northwest,2020-03-28,region,0.0
Northwest,2020-04-04,region,0.0
Northwest,2020-04-11,region,0.0
Northwest,2020-04-18,region,0.0
Northwest,2020-04-25,region,0.0
Northwest,2020-05-02,region,0.0
Northwest,2020-05-09,region,0.0
Northwest,2020-05-16,region,0.0
Northwest,2020-05-23,region,0.0
Northwest,2020-05-30,region,0.0
Northwest,2020-06-06,region,0.0
Northwest,2020-06-13,region,0.0
Northwest,2020-06-20,region,0.0
Northwest,2020-06-27,region,0.0
Northwest,2020-07-04,region,0.0
Northwest,2020-07-11,region,0.0
Northwest,2020-07-18,region,0.2781744775007742
Northwest,2020-07-25,region,5.50538824532256
Northwest,2020-08-01,region,4.283950228030926
Northwest,2020-08-08,region,1.87245345380892
Northwest,2020-08-15,region,4.031564216476223
Northwest,2020-08-22,region,2.7969940947672365
Northwest,2020-08-29,region,2.844302467189993
Northwest,2020-09-05,region,3.3740218438024447
Northwest,2020-09-12,region,5.454404360524652
Northwest,2020-09-19,region,3.841476193081416
Northwest,2020-09-26,region,4.645698800148401
Northwest,2020-10-03,region,4.687607406533297
Northwest,2020-10-10,region,7.509371444140659
Northwest,2020-10-17,region,5.602461690184659
Northwest,2020-10-24,region,5.741849632369148
Northwest,2020-10-31,region,8.395109106148738
Northwest,2020-11-07,region,10.255485103808764
Northwest,2020-11-14,region,13.037935235045486
Northwest,2020-11-21,region,14.718976904091123
Northwest,2020-11-28,region,19.48591403959746
Northwest,2020-12-05,region,24.91966362189123
Northwest,2020-12-12,region,32.46545760271436
Northwest,2020-12-19,region,28.79522788989405
Northwest,2020-12-26,region,34.292301663181114
Northwest,2021-01-02,region,32.471673145981605
Northwest,2021-01-09,region,37.50830663929108
Northwest,2021-01-16,region,33.785246190534565
Northwest,2021-01-23,region,33.026966609715096
Northwest,2021-01-30,region,28.664282525442147
Northwest,2021-02-06,region,24.33522511052773
Northwest,2021-02-13,region,19.22174760538955
Northwest,2021-02-20,region,17.360486321348677
Northwest,2021-02-27,region,13.195324985886248
