geo_value,EW_stdate,log_viral_load,region,geo_res
Alexandria Renew,2021-09-12,28.631652996236454,Northern,sewershed
Alexandria Renew,2021-09-19,27.862132836891934,Northern,sewershed
Alexandria Renew,2021-09-26,28.746162706547867,Northern,sewershed
Alexandria Renew,2021-10-03,27.34200482046363,Northern,sewershed
Alexandria Renew,2021-10-10,28.455196558894897,Northern,sewershed
Alexandria Renew,2021-10-17,26.9237750109891,Northern,sewershed
Alexandria Renew,2021-10-24,27.7171988121696,Northern,sewershed
Alexandria Renew,2021-10-31,29.009787210627646,Northern,sewershed
Alexandria Renew,2021-11-07,28.51064786343111,Northern,sewershed
Alexandria Renew,2021-11-14,28.928484263341822,Northern,sewershed
Alexandria Renew,2021-11-21,28.298850488504204,Northern,sewershed
Alexandria Renew,2021-11-28,29.83378587364038,Northern,sewershed
Alexandria Renew,2021-12-05,28.07570693718999,Northern,sewershed
Alexandria Renew,2021-12-12,30.01056725005872,Northern,sewershed
Alexandria Renew,2021-12-19,31.654585496089602,Northern,sewershed
Alexandria Renew,2021-12-26,30.699074051062166,Northern,sewershed
Alexandria Renew,2022-01-02,30.83782435956248,Northern,sewershed
Alexandria Renew,2022-01-09,31.632884825356484,Northern,sewershed
Alexandria Renew,2022-01-16,30.255689708091705,Northern,sewershed
Alexandria Renew,2022-01-23,27.121860771481618,Northern,sewershed
Alexandria Renew,2022-01-30,29.43273091600977,Northern,sewershed
Alexandria Renew,2022-02-06,28.202000662514283,Northern,sewershed
Alexandria Renew,2022-02-13,28.635322725125416,Northern,sewershed
Alexandria Renew,2022-02-20,27.838035285312873,Northern,sewershed
Alexandria Renew,2022-02-27,27.460232794948265,Northern,sewershed
Alexandria Renew,2022-03-06,27.148134860851798,Northern,sewershed
Alexandria Renew,2022-03-13,27.7171988121696,Northern,sewershed
Alexandria Renew,2022-03-20,28.082096735288765,Northern,sewershed
Alexandria Renew,2022-03-27,28.60180003308677,Northern,sewershed
Alexandria Renew,2022-04-03,28.616837910451313,Northern,sewershed
Alexandria Renew,2022-04-10,29.759252821777814,Northern,sewershed
Alexandria Renew,2022-04-17,29.371487290769053,Northern,sewershed
Alexandria Renew,2022-04-24,29.01481234683032,Northern,sewershed
Alexandria Renew,2022-05-01,29.226360103983147,Northern,sewershed
Alexandria Renew,2022-05-08,29.69280772236966,Northern,sewershed
Alexandria Renew,2022-05-15,30.172623109393093,Northern,sewershed
Alexandria Renew,2022-05-22,30.339071317030758,Northern,sewershed
Alexandria Renew,2022-05-29,29.63250111613867,Northern,sewershed
Alexandria Renew,2022-06-05,30.498920017972655,Northern,sewershed
Alexandria Renew,2022-06-12,30.464234459984763,Northern,sewershed
Alexandria Renew,2022-06-19,30.248416948762625,Northern,sewershed
Alexandria Renew,2022-06-26,29.553808847563005,Northern,sewershed
Alexandria Renew,2022-07-03,30.39103105596147,Northern,sewershed
Alexandria Renew,2022-07-10,29.780455029428417,Northern,sewershed
Alexandria Renew,2022-07-17,30.148717588539537,Northern,sewershed
Alexandria Renew,2022-07-24,29.669640663088128,Northern,sewershed
Alexandria Renew,2022-07-31,30.148717588539537,Northern,sewershed
Alexandria Renew,2022-08-07,29.715450199119424,Northern,sewershed
Alexandria Renew,2022-08-14,30.07336815129775,Northern,sewershed
Alexandria Renew,2022-08-21,28.892318986873754,Northern,sewershed
Alexandria Renew,2022-08-28,29.28924919253208,Northern,sewershed
Alexandria Renew,2022-09-04,29.902115541831222,Northern,sewershed
Alexandria Renew,2022-09-11,29.70293439118759,Northern,sewershed
Alexandria Renew,2022-09-18,28.863470866717968,Northern,sewershed
Alexandria Renew,2022-09-25,29.001602392204752,Northern,sewershed
Alexandria Renew,2022-10-02,29.30926928872906,Northern,sewershed
Alexandria Renew,2022-10-09,29.429246924112462,Northern,sewershed
Alexandria Renew,2022-10-16,29.10264024522351,Northern,sewershed
Alexandria Renew,2022-10-23,29.75950785876371,Northern,sewershed
Alexandria Renew,2022-10-30,29.874777187188478,Northern,sewershed
Alexandria Renew,2022-11-06,28.92040931529371,Northern,sewershed
Alexandria Renew,2022-11-13,29.333350142574115,Northern,sewershed
Alexandria Renew,2022-11-20,30.70833337647496,Northern,sewershed
Alexandria Renew,2022-11-27,30.58553790249296,Northern,sewershed
Alexandria Renew,2022-12-04,30.02549562281856,Northern,sewershed
Alexandria Renew,2022-12-11,30.758002824878673,Northern,sewershed
Alexandria Renew,2022-12-18,31.04216882844387,Northern,sewershed
Alexandria Renew,2022-12-25,31.154257715075527,Northern,sewershed
Alexandria Renew,2023-01-01,30.090127586181076,Northern,sewershed
Alexandria Renew,2023-01-08,31.12791879146581,Northern,sewershed
Alexandria Renew,2023-01-15,29.87869877591899,Northern,sewershed
Alexandria Renew,2023-01-22,30.279379158519077,Northern,sewershed
Alexandria Renew,2023-01-29,30.468026274089812,Northern,sewershed
Alexandria Renew,2023-02-05,29.621295399800132,Northern,sewershed
Alexandria Renew,2023-02-12,28.444738610496422,Northern,sewershed
Alexandria Renew,2023-02-19,28.263347122372437,Northern,sewershed
Alexandria Renew,2023-02-26,28.43841291530797,Northern,sewershed
Alexandria Renew,2023-03-05,28.103769152727367,Northern,sewershed
Alexandria Renew,2023-03-12,28.830641027444003,Northern,sewershed
Alexandria Renew,2023-03-19,29.580510261882218,Northern,sewershed
Alexandria Renew,2023-03-26,27.761356377531012,Northern,sewershed
Alexandria Renew,2023-04-02,28.211783359959092,Northern,sewershed
Alexandria Renew,2023-04-09,28.54441547500227,Northern,sewershed
Alexandria Renew,2023-04-16,28.188263934840748,Northern,sewershed
Alexandria Renew,2023-04-23,28.18653852026188,Northern,sewershed
Alexandria Renew,2023-04-30,27.88578951271908,Northern,sewershed
Alexandria Renew,2023-05-07,28.60719438286655,Northern,sewershed
Alexandria Renew,2023-05-14,28.534016641665936,Northern,sewershed
Alexandria Renew,2023-05-21,27.01028761155179,Northern,sewershed
Alexandria Renew,2023-05-28,26.813335468698245,Northern,sewershed
Alexandria Renew,2023-06-04,27.94516542003427,Northern,sewershed
Alexandria Renew,2023-06-11,27.63507959997952,Northern,sewershed
Alexandria Renew,2023-06-18,27.56014715937344,Northern,sewershed
Alexandria Renew,2023-06-25,27.483721478648114,Northern,sewershed
Alexandria Renew,2023-07-02,28.167514486443118,Northern,sewershed
Alexandria Renew,2023-07-09,28.479159086461767,Northern,sewershed
Alexandria Renew,2023-07-16,27.304086727546995,Northern,sewershed
Alexandria Renew,2023-07-23,28.51009660495566,Northern,sewershed
Alexandria Renew,2023-07-30,29.068681195877936,Northern,sewershed
Alexandria Renew,2023-08-06,28.83976310266383,Northern,sewershed
Alexandria Renew,2023-08-13,29.009307947450097,Northern,sewershed
Alexandria Renew,2023-08-20,29.030423398113882,Northern,sewershed
Alexandria Renew,2023-08-27,28.800378363179384,Northern,sewershed
Alexandria Renew,2023-09-03,28.22810960669644,Northern,sewershed
Alexandria Renew,2023-09-10,27.968561089227208,Northern,sewershed
Alexandria Renew,2023-09-17,26.70462903039563,Northern,sewershed
Alexandria Renew,2023-09-24,27.983805966207797,Northern,sewershed
Alexandria Renew,2023-10-01,27.765820898379054,Northern,sewershed
Alexandria Renew,2023-10-08,27.510029919328154,Northern,sewershed
Alexandria Renew,2023-10-15,27.936012585578133,Northern,sewershed
Alexandria Renew,2023-10-22,27.62245312295518,Northern,sewershed
Alexandria Renew,2023-10-29,27.21664074623415,Northern,sewershed
Alexandria Renew,2023-11-05,27.867165374378885,Northern,sewershed
Alexandria Renew,2023-11-12,27.192786497084803,Northern,sewershed
Alexandria Renew,2023-11-19,27.938505815676507,Northern,sewershed
Alexandria Renew,2023-11-26,28.755718748168512,Northern,sewershed
Alexandria Renew,2023-12-03,28.80130344173766,Northern,sewershed
Alexandria Renew,2023-12-10,29.096009622172808,Northern,sewershed
Alexandria Renew,2023-12-17,29.038617679589613,Northern,sewershed
Alexandria Renew,2023-12-24,28.382259173633198,Northern,sewershed
Alexandria Renew,2023-12-31,28.83692020491223,Northern,sewershed
Alexandria Renew,2024-01-07,29.462801938993373,Northern,sewershed
Alexandria Renew,2024-01-14,29.728703954068962,Northern,sewershed
Alexandria Renew,2024-01-21,27.888987396495615,Northern,sewershed
Alexandria Renew,2024-01-28,29.77129484879056,Northern,sewershed
Aquia,2021-09-12,27.938505815676507,Northern,sewershed
Aquia,2021-09-19,27.995664229516457,Northern,sewershed
Aquia,2021-09-26,27.325853729135748,Northern,sewershed
Aquia,2021-10-03,27.319046350907723,Northern,sewershed
Aquia,2021-10-10,26.749131810771726,Northern,sewershed
Aquia,2021-10-17,27.243886964505105,Northern,sewershed
Aquia,2021-10-24,28.39648895806812,Northern,sewershed
Aquia,2021-10-31,27.660579918170093,Northern,sewershed
Aquia,2021-11-07,28.38243720461247,Northern,sewershed
Aquia,2021-11-14,27.640971446781716,Northern,sewershed
Aquia,2021-11-21,28.01628351671919,Northern,sewershed
Aquia,2021-11-28,28.196334924978608,Northern,sewershed
Aquia,2021-12-05,28.405748283480914,Northern,sewershed
Aquia,2021-12-12,28.433022701400574,Northern,sewershed
Aquia,2021-12-19,29.48262058551262,Northern,sewershed
Aquia,2021-12-26,30.284263080535762,Northern,sewershed
Aquia,2022-01-09,30.47009957943716,Northern,sewershed
Aquia,2022-01-16,28.928484263341822,Northern,sewershed
Aquia,2022-01-23,25.68611046720632,Northern,sewershed
Aquia,2022-01-30,28.55130386907224,Northern,sewershed
Aquia,2022-02-06,28.15574964486353,Northern,sewershed
Aquia,2022-02-13,27.547639506989498,Northern,sewershed
Aquia,2022-02-20,26.823584788966475,Northern,sewershed
Aquia,2022-02-27,24.858432393688766,Northern,sewershed
Aquia,2022-03-06,25.367656736087785,Northern,sewershed
Aquia,2022-03-13,26.224524047491137,Northern,sewershed
Aquia,2022-03-20,24.596548014058126,Northern,sewershed
Aquia,2022-03-27,25.559547743897888,Northern,sewershed
Aquia,2022-04-03,27.546551959302096,Northern,sewershed
Aquia,2022-04-10,26.816835606991546,Northern,sewershed
Aquia,2022-04-17,27.464966531598463,Northern,sewershed
Aquia,2022-04-24,26.899133107052172,Northern,sewershed
Aquia,2022-05-01,27.660579918170093,Northern,sewershed
Aquia,2022-05-08,28.31411796063499,Northern,sewershed
Aquia,2022-05-15,28.433022701400574,Northern,sewershed
Aquia,2022-05-22,28.574927014835676,Northern,sewershed
Aquia,2022-05-29,28.441951332144875,Northern,sewershed
Aquia,2022-06-05,28.531182465872817,Northern,sewershed
Aquia,2022-06-12,28.433022701400574,Northern,sewershed
Aquia,2022-06-19,28.319155754664948,Northern,sewershed
Aquia,2022-06-26,28.049731450786734,Northern,sewershed
Aquia,2022-07-03,28.848896825423473,Northern,sewershed
Aquia,2022-07-10,27.8216414755372,Northern,sewershed
Aquia,2022-07-17,28.368185181905268,Northern,sewershed
Aquia,2022-07-24,28.94205299254789,Northern,sewershed
Aquia,2022-07-31,27.78802486473821,Northern,sewershed
Aquia,2022-08-07,28.10725529492492,Northern,sewershed
Aquia,2022-08-14,28.729633404596658,Northern,sewershed
Aquia,2022-08-21,28.631652996236454,Northern,sewershed
Aquia,2022-08-28,27.901048253141607,Northern,sewershed
Aquia,2022-09-04,28.309054658678445,Northern,sewershed
Aquia,2022-09-11,28.149814909343714,Northern,sewershed
Aquia,2022-09-18,26.894966434357325,Northern,sewershed
Aquia,2022-09-25,27.151371109631008,Northern,sewershed
Aquia,2022-10-02,27.838035285312873,Northern,sewershed
Aquia,2022-10-09,26.975169720112298,Northern,sewershed
Aquia,2022-10-16,27.670241829081828,Northern,sewershed
Aquia,2022-10-23,26.87812393096283,Northern,sewershed
Aquia,2022-10-30,27.514487299672595,Northern,sewershed
Aquia,2022-11-06,27.974610820318624,Northern,sewershed
Aquia,2022-11-13,27.753238748652798,Northern,sewershed
Aquia,2022-11-20,28.202000662514283,Northern,sewershed
Aquia,2022-11-27,28.66775800087857,Northern,sewershed
Aquia,2022-12-04,28.03648622403671,Northern,sewershed
Aquia,2022-12-11,28.535239266568432,Northern,sewershed
Aquia,2022-12-18,28.514788656097142,Northern,sewershed
Aquia,2022-12-25,29.309985091011256,Northern,sewershed
Aquia,2023-01-01,29.063721849862592,Northern,sewershed
Aquia,2023-01-08,28.616837910451313,Northern,sewershed
Aquia,2023-01-15,28.419478476292817,Northern,sewershed
Aquia,2023-01-22,28.39648895806812,Northern,sewershed
Aquia,2023-01-29,27.69867976440236,Northern,sewershed
Aquia,2023-02-05,28.069276046859702,Northern,sewershed
Aquia,2023-02-12,28.638979036328525,Northern,sewershed
Aquia,2023-02-19,26.41024119328623,Northern,sewershed
Aquia,2023-02-26,26.513226007843663,Northern,sewershed
Aquia,2023-03-05,27.317679296696188,Northern,sewershed
Aquia,2023-03-12,27.347331064746303,Northern,sewershed
Aquia,2023-03-19,27.075895233265978,Northern,sewershed
Aquia,2023-03-26,27.009263931455276,Northern,sewershed
Aquia,2023-04-02,27.116856590897044,Northern,sewershed
Aquia,2023-04-09,27.364448006687002,Northern,sewershed
Aquia,2023-04-16,26.510163218313117,Northern,sewershed
Aquia,2023-04-23,25.423746202738826,Northern,sewershed
Aquia,2023-04-30,26.758747269471165,Northern,sewershed
Aquia,2023-05-07,25.396094671408317,Northern,sewershed
Aquia,2023-05-14,26.306762145728108,Northern,sewershed
Aquia,2023-05-21,25.77312184419595,Northern,sewershed
Aquia,2023-05-28,26.34728334313375,Northern,sewershed
Aquia,2023-06-04,25.590800287401994,Northern,sewershed
Aquia,2023-06-11,26.329067903242407,Northern,sewershed
Aquia,2023-06-18,26.19132597808154,Northern,sewershed
Aquia,2023-06-25,26.252694924457835,Northern,sewershed
Aquia,2023-07-02,25.970289909106896,Northern,sewershed
Aquia,2023-07-09,26.212203563103095,Northern,sewershed
Aquia,2023-07-16,26.05598463021178,Northern,sewershed
Aquia,2023-07-23,26.280093898645948,Northern,sewershed
Aquia,2023-07-30,27.257054674879754,Northern,sewershed
Aquia,2023-08-06,27.033184115172926,Northern,sewershed
Aquia,2023-08-13,27.288530806981772,Northern,sewershed
Aquia,2023-08-20,27.180035492518574,Northern,sewershed
Aquia,2023-08-27,26.955713853496935,Northern,sewershed
Aquia,2023-09-03,27.316310371088846,Northern,sewershed
Aquia,2023-09-10,26.06560008891122,Northern,sewershed
Aquia,2023-09-17,26.850135021060595,Northern,sewershed
Aquia,2023-09-24,26.368712734589646,Northern,sewershed
Aquia,2023-10-01,26.093903865074072,Northern,sewershed
Aquia,2023-10-08,26.25665532567393,Northern,sewershed
Aquia,2023-10-15,26.17000320861272,Northern,sewershed
Aquia,2023-10-22,25.71369842372515,Northern,sewershed
Aquia,2023-10-29,26.592562750080184,Northern,sewershed
Aquia,2023-11-05,25.779511642294718,Northern,sewershed
Aquia,2023-11-12,25.551579574248713,Northern,sewershed
Aquia,2023-11-19,26.031533534347616,Northern,sewershed
Aquia,2023-11-26,26.6894125760701,Northern,sewershed
Aquia,2023-12-03,26.660802042028838,Northern,sewershed
Aquia,2023-12-10,26.05114200573599,Northern,sewershed
Aquia,2023-12-17,27.018531838386057,Northern,sewershed
Aquia,2023-12-24,26.744289186295937,Northern,sewershed
Aquia,2023-12-31,27.349983586195435,Northern,sewershed
Aquia,2024-01-07,27.567015785952634,Northern,sewershed
Aquia,2024-01-14,27.96749335254976,Northern,sewershed
Aquia,2024-01-21,27.278622728757075,Northern,sewershed
Aquia,2024-01-28,27.770783058303707,Northern,sewershed
Arlington,2023-03-26,27.727783729579187,Northern,sewershed
Arlington,2023-04-02,27.47265101590265,Northern,sewershed
Arlington,2023-04-09,27.143849284267162,Northern,sewershed
Arlington,2023-04-16,27.07267371781911,Northern,sewershed
Arlington,2023-04-23,27.431830486965726,Northern,sewershed
Arlington,2023-04-30,27.759345094664237,Northern,sewershed
Arlington,2023-05-07,26.277755438362078,Northern,sewershed
Arlington,2023-05-14,26.300869396813802,Northern,sewershed
Arlington,2023-05-21,27.56406109614528,Northern,sewershed
Arlington,2023-05-28,27.283195960539516,Northern,sewershed
Arlington,2023-06-04,27.29139897823307,Northern,sewershed
Arlington,2023-06-11,27.48581822674186,Northern,sewershed
Arlington,2023-06-18,26.212869058141877,Northern,sewershed
Arlington,2023-06-25,27.53553770611905,Northern,sewershed
Arlington,2023-07-02,26.126551565407908,Northern,sewershed
Arlington,2023-07-09,26.6559365129407,Northern,sewershed
Arlington,2023-07-16,27.204832412863297,Northern,sewershed
Arlington,2023-07-23,27.448091189170647,Northern,sewershed
Arlington,2023-07-30,28.30378334021689,Northern,sewershed
Arlington,2023-08-06,28.48377683451863,Northern,sewershed
Arlington,2023-08-13,28.105999910600865,Northern,sewershed
Arlington,2023-08-20,28.365603035399637,Northern,sewershed
Arlington,2023-08-27,26.373138147281523,Northern,sewershed
Arlington,2023-09-03,27.733795957385126,Northern,sewershed
Arlington,2023-09-10,27.160401427309488,Northern,sewershed
Arlington,2023-09-17,27.419253417543672,Northern,sewershed
Arlington,2023-09-24,27.284947275815117,Northern,sewershed
Arlington,2023-10-01,27.177479490366927,Northern,sewershed
Arlington,2023-10-08,27.605111241563648,Northern,sewershed
Arlington,2023-10-15,26.8325652688742,Northern,sewershed
Arlington,2023-10-22,27.393999226091815,Northern,sewershed
Arlington,2023-10-29,26.505065620795502,Northern,sewershed
Arlington,2023-11-05,26.442070372276802,Northern,sewershed
Arlington,2023-11-12,26.95346820609661,Northern,sewershed
Arlington,2023-11-19,27.207901072581663,Northern,sewershed
Arlington,2023-11-26,26.64293951981538,Northern,sewershed
Arlington,2023-12-03,27.13501804136758,Northern,sewershed
Arlington,2023-12-10,28.1641328086616,Northern,sewershed
Arlington,2023-12-17,28.511361872757142,Northern,sewershed
Arlington,2023-12-24,27.982396574279868,Northern,sewershed
Arlington,2023-12-31,28.983724471006944,Northern,sewershed
Arlington,2024-01-07,28.877458525647135,Northern,sewershed
Arlington,2024-01-14,28.410345992729546,Northern,sewershed
Arlington,2024-01-21,27.649085816682362,Northern,sewershed
Arlington,2024-01-28,28.58499172768728,Northern,sewershed
Army Base,2023-03-12,26.472658822854665,Eastern,sewershed
Army Base,2023-03-19,26.72468071490756,Eastern,sewershed
Army Base,2023-03-26,26.016570661670904,Eastern,sewershed
Army Base,2023-04-02,26.63676884258468,Eastern,sewershed
Army Base,2023-04-09,26.13936623915083,Eastern,sewershed
Army Base,2023-04-16,25.396094671408317,Eastern,sewershed
Army Base,2023-04-23,25.847229816349667,Eastern,sewershed
Army Base,2023-05-07,26.479008050533324,Eastern,sewershed
Army Base,2023-05-14,26.17430429051211,Eastern,sewershed
Army Base,2023-05-21,25.34823865023068,Eastern,sewershed
Army Base,2023-05-28,25.493950461412076,Eastern,sewershed
Army Base,2023-06-04,25.89374983198456,Eastern,sewershed
Army Base,2023-06-11,26.94186595663814,Eastern,sewershed
Army Base,2023-06-18,25.38670493105848,Eastern,sewershed
Army Base,2023-06-25,23.4511186653448,Eastern,sewershed
Army Base,2023-07-02,26.33273763213137,Eastern,sewershed
Army Base,2023-07-09,26.43369285432128,Eastern,sewershed
Army Base,2023-07-16,24.695442765194304,Eastern,sewershed
Army Base,2023-07-23,26.671300826127055,Eastern,sewershed
Army Base,2023-07-30,26.07037336766388,Eastern,sewershed
Army Base,2023-08-06,26.634062480986938,Eastern,sewershed
Army Base,2023-08-13,27.108460235944136,Eastern,sewershed
Army Base,2023-08-20,25.459464285340907,Eastern,sewershed
Army Base,2023-08-27,25.14811246880322,Eastern,sewershed
Army Base,2023-09-03,25.310272052306832,Eastern,sewershed
Army Base,2023-09-10,24.35026988734226,Eastern,sewershed
Army Base,2023-09-17,25.779511642294718,Eastern,sewershed
Army Base,2023-09-24,26.31051449534666,Eastern,sewershed
Army Base,2023-10-01,25.253712476738563,Eastern,sewershed
Army Base,2023-10-08,24.58188806564744,Eastern,sewershed
Army Base,2023-10-15,25.95970779977636,Eastern,sewershed
Army Base,2023-10-22,25.45065365565875,Eastern,sewershed
Army Base,2023-10-29,26.513226007843663,Eastern,sewershed
Army Base,2023-11-05,26.43699864245578,Eastern,sewershed
Army Base,2023-11-12,25.29487923940566,Eastern,sewershed
Army Base,2023-11-19,24.877450399524527,Eastern,sewershed
Army Base,2023-11-26,26.05598463021178,Eastern,sewershed
Army Base,2023-12-03,25.263364026190786,Eastern,sewershed
Army Base,2023-12-10,26.510163218313117,Eastern,sewershed
Army Base,2023-12-17,28.049731450786734,Eastern,sewershed
Army Base,2023-12-31,25.804670201930872,Eastern,sewershed
Army Base,2024-01-07,26.55514831422993,Eastern,sewershed
Army Base,2024-01-14,27.258507107960067,Eastern,sewershed
Army Base,2024-01-21,26.406845604285092,Eastern,sewershed
Army Base,2024-01-28,27.36705557009408,Eastern,sewershed
Atlantic,2021-12-12,28.952776955910867,Eastern,sewershed
Atlantic,2021-12-19,30.796496164069634,Eastern,sewershed
Atlantic,2021-12-26,32.3759532442918,Eastern,sewershed
Atlantic,2022-01-02,32.40170574039421,Eastern,sewershed
Atlantic,2022-01-09,31.711942657818508,Eastern,sewershed
Atlantic,2022-01-23,31.061777299832247,Eastern,sewershed
Atlantic,2022-01-30,30.915684681334753,Eastern,sewershed
Atlantic,2022-02-06,29.801217020876848,Eastern,sewershed
Atlantic,2022-02-13,29.087307848868473,Eastern,sewershed
Atlantic,2022-02-20,28.81581110083771,Eastern,sewershed
Atlantic,2022-02-27,27.33933102207923,Eastern,sewershed
Atlantic,2022-03-06,27.161017486682812,Eastern,sewershed
Atlantic,2022-03-13,27.503187744418664,Eastern,sewershed
Atlantic,2022-03-20,27.33665005532597,Eastern,sewershed
Atlantic,2022-03-27,27.143260765093554,Eastern,sewershed
Atlantic,2022-04-03,28.184906229154986,Eastern,sewershed
Atlantic,2022-04-10,28.649868436127793,Eastern,sewershed
Atlantic,2022-04-17,29.18282991552601,Eastern,sewershed
Atlantic,2022-04-24,30.783757138292202,Eastern,sewershed
Atlantic,2022-05-01,29.412730249303102,Eastern,sewershed
Atlantic,2022-05-08,30.853888962066286,Eastern,sewershed
Atlantic,2022-05-15,29.871730805204507,Eastern,sewershed
Atlantic,2022-05-22,31.065008320413693,Eastern,sewershed
Atlantic,2022-05-29,30.580709450981132,Eastern,sewershed
Atlantic,2022-06-05,30.853888962066286,Eastern,sewershed
Atlantic,2022-06-12,29.6037122876615,Eastern,sewershed
Atlantic,2022-06-19,30.656312191724084,Eastern,sewershed
Atlantic,2022-06-26,30.475930499747953,Eastern,sewershed
Atlantic,2022-07-03,30.75778165188894,Eastern,sewershed
Atlantic,2022-07-10,30.248416948762625,Eastern,sewershed
Atlantic,2022-07-17,29.760442589913403,Eastern,sewershed
Atlantic,2022-07-24,30.526933054200327,Eastern,sewershed
Atlantic,2022-07-31,30.148717588539537,Eastern,sewershed
Atlantic,2022-08-07,28.863581377106396,Eastern,sewershed
Atlantic,2022-08-14,29.226360103983147,Eastern,sewershed
Atlantic,2022-08-21,29.488880386861126,Eastern,sewershed
Atlantic,2022-08-28,29.264175554979964,Eastern,sewershed
Atlantic,2022-09-04,30.064634471328997,Eastern,sewershed
Atlantic,2022-09-11,29.917476826992708,Eastern,sewershed
Atlantic,2022-09-18,29.656534315582828,Eastern,sewershed
Atlantic,2022-09-25,29.201718200046216,Eastern,sewershed
Atlantic,2022-10-02,29.170036564066102,Eastern,sewershed
Atlantic,2022-10-09,29.395751912768684,Eastern,sewershed
Atlantic,2022-10-16,27.28288107443965,Eastern,sewershed
Atlantic,2022-10-23,29.811438574948387,Eastern,sewershed
Atlantic,2022-10-30,29.279679741515928,Eastern,sewershed
Atlantic,2022-11-06,29.058937151739258,Eastern,sewershed
Atlantic,2022-11-13,28.812748311307164,Eastern,sewershed
Atlantic,2022-11-20,29.452339387398148,Eastern,sewershed
Atlantic,2022-11-27,30.312042644642837,Eastern,sewershed
Atlantic,2022-12-04,29.52262592012632,Eastern,sewershed
Atlantic,2022-12-11,30.358873944326938,Eastern,sewershed
Atlantic,2022-12-18,31.342151178977304,Eastern,sewershed
Atlantic,2022-12-25,31.85639394055705,Eastern,sewershed
Atlantic,2023-01-01,30.537922175775922,Eastern,sewershed
Atlantic,2023-01-08,29.982396373092026,Eastern,sewershed
Atlantic,2023-01-15,29.667033099681046,Eastern,sewershed
Atlantic,2023-01-22,30.64164200197629,Eastern,sewershed
Atlantic,2023-01-29,29.76755162459251,Eastern,sewershed
Atlantic,2023-02-05,30.352316543780777,Eastern,sewershed
Atlantic,2023-02-12,31.012015790273182,Eastern,sewershed
Atlantic,2023-02-19,28.869395346971814,Eastern,sewershed
Atlantic,2023-02-26,27.016685115792892,Eastern,sewershed
Atlantic,2023-03-05,27.619960168569122,Eastern,sewershed
Atlantic,2023-03-12,28.8188645383246,Eastern,sewershed
Atlantic,2023-03-19,28.79729205307047,Eastern,sewershed
Atlantic,2023-03-26,29.11035034301563,Eastern,sewershed
Atlantic,2023-04-02,27.95310461509766,Eastern,sewershed
Atlantic,2023-04-09,28.31411796063499,Eastern,sewershed
Atlantic,2023-04-16,28.55130386907224,Eastern,sewershed
Atlantic,2023-04-23,27.410374444812923,Eastern,sewershed
Atlantic,2023-05-07,27.11852743506186,Eastern,sewershed
Atlantic,2023-05-14,29.054129450171153,Eastern,sewershed
Atlantic,2023-05-21,27.324495955675285,Eastern,sewershed
Atlantic,2023-05-28,28.22434796120628,Eastern,sewershed
Atlantic,2023-06-04,27.76204937833495,Eastern,sewershed
Atlantic,2023-06-11,27.139998119458735,Eastern,sewershed
Atlantic,2023-06-18,27.620970780075044,Eastern,sewershed
Atlantic,2023-06-25,26.832513419710775,Eastern,sewershed
Atlantic,2023-07-02,28.437496981795494,Eastern,sewershed
Atlantic,2023-07-09,28.616837910451313,Eastern,sewershed
Atlantic,2023-07-16,28.07570693718999,Eastern,sewershed
Atlantic,2023-07-23,30.493221996858015,Eastern,sewershed
Atlantic,2023-07-30,28.267597945000098,Eastern,sewershed
Atlantic,2023-08-06,28.616837910451313,Eastern,sewershed
Atlantic,2023-08-13,27.960324863071147,Eastern,sewershed
Atlantic,2023-08-20,29.170036564066102,Eastern,sewershed
Atlantic,2023-08-27,27.50998278755149,Eastern,sewershed
Atlantic,2023-09-03,28.699174197111947,Eastern,sewershed
Atlantic,2023-09-10,25.34823865023068,Eastern,sewershed
Atlantic,2023-09-17,28.72294441644586,Eastern,sewershed
Atlantic,2023-09-24,26.49781738249082,Eastern,sewershed
Atlantic,2023-10-01,26.749131810771726,Eastern,sewershed
Atlantic,2023-10-08,26.58119899142987,Eastern,sewershed
Atlantic,2023-10-15,27.125183033673597,Eastern,sewershed
Atlantic,2023-10-22,27.425226202948952,Eastern,sewershed
Atlantic,2023-10-29,28.339056908982243,Eastern,sewershed
Atlantic,2023-11-05,,Eastern,sewershed
Atlantic,2023-11-12,27.360523868230867,Eastern,sewershed
Atlantic,2023-11-19,29.672241444788185,Eastern,sewershed
Atlantic,2023-11-26,28.543303826405165,Eastern,sewershed
Atlantic,2023-12-03,28.30396558917097,Eastern,sewershed
Atlantic,2023-12-10,28.502314481871966,Eastern,sewershed
Atlantic,2023-12-17,30.255689708091705,Eastern,sewershed
Atlantic,2023-12-31,29.058937151739258,Eastern,sewershed
Atlantic,2024-01-07,29.798931305595993,Eastern,sewershed
Atlantic,2024-01-14,30.532442710011296,Eastern,sewershed
Atlantic,2024-01-21,29.92254526156317,Eastern,sewershed
Atlantic,2024-01-28,30.037966224246837,Eastern,sewershed
Blacksburg,2021-09-12,28.03648622403671,Southwest,sewershed
Blacksburg,2021-09-19,26.85449232642955,Southwest,sewershed
Blacksburg,2021-09-26,27.453089907435885,Southwest,sewershed
Blacksburg,2021-10-03,26.903282490598983,Southwest,sewershed
Blacksburg,2021-10-10,25.575296100866026,Southwest,sewershed
Blacksburg,2021-10-17,25.89374983198456,Southwest,sewershed
Blacksburg,2021-10-24,25.11524280247346,Southwest,sewershed
